ErrorID,hrResult,ErrorLevel,MarkDelete,ErrorMsg
399,-2147218036,2,0,The urn:schemas-microsoft-com:publishing:ShortcutTarget property must be type LPWSTR. Change the type for the property to LPWSTR.
400,-2147218035,2,0,The document received an invalid document resource ID.  The document must be crawled again.
401,-2147218034,2,0,Hierarchical content sources such as those in the file system cannot be nested.
402,-2147218027,2,0,The first attempt to crawl this object failed. Another attempt is being made.
403,-2147218026,2,0,"Backup and restore failed during an ESE database phase. For more detailed information, check the event log."
404,-2147218025,2,0,"Backup and restore failed during an ESE database phase. For more detailed information, check the event log."
405,-2147218024,2,0,Backup and restore cannot occur while the content index is being updated. Try again after the current update is complete.
406,-2147218023,2,0,The content index could not be backed up because it could not be read.
407,-2147218021,2,0,"The plug-in is not properly registered on this computer.  Check that the application is properly installed, or contact Microsoft Product Support."
408,-2147218020,2,0,Alerts for this scope were interrupted so that authentication tokens can be updated. 
409,-2147218019,2,0,"File system alerts were not initialized successfully   If the problem persists after restarting the service, try rerunning Setup."
410,-2147218018,2,0,File system alerts for this scope are stopped because the scope is being removed.
411,-2147218017,2,0,"Alerts failed because of network failures or because the internal cache size was exceeded.  If the problem persists, change the content source type to adaptive or crawl."
412,-2147218016,2,0,The operation could not be completed because the specified path is invalid.  Try again using a valid path.
413,-2147218015,2,0,There were not enough keywords in the sample documents to train the Topic Assistant.  Try again when more sample documents are available.
414,-2147218014,2,0,The Topic Assistant requires sample documents from at least two categories.  Try again when sample documents for more categories are available.
415,-2147218013,2,0,There were not enough sample documents to train the Topic Assistant.  Try again when more sample documents are available.
416,-2147218012,2,0,An error occurred using the topic assistant.  Check the event log for related failures.
417,-2147218011,2,0,"The system attempted to load a filter marked as apartment from an embedded component in a multi-threaded filter daemon. The document will be retried in a single-threaded filter. Since multithreaded filtering is more efficient, try to obtain the version of the filter that is multi-threaded."
418,-2147218008,2,0,Backup and restore cannot occur while a content index is being updated.
419,-2147218006,2,0,The security descriptor for this item only contained built-in access control entries. The built-in ACEs have to be removed because they won't be valid for this item during queries.
420,-2147217962,2,0,The content processing component failed to process the security descriptor of the item.
421,-2147218005,2,0,The context for this object is no longer valid.  Refresh the context for this object.
422,-2147218003,2,0,Backup and restore cannot occur while the content index is being created or deleted.  Try again later.
423,-2147218002,2,0,"The checkpoint cannot be enabled, because the content index is not idle.  Wait until the index is idle, and then try again."
424,-2147218001,2,0,The maximum number of search scopes was reached. Use one of the existing scopes.
425,1074007472,2,0,Maximum number of properties per document has been reached. The indexing of this document has been truncated.
426,-2147217999,2,0,Password specified during restore does not match the backup password.
427,-2147217998,2,0,The start address is invalid because it is a local path.  Please enter a valid start address.
428,-2147217996,2,0,The filtering process has been terminated
429,-2147217995,2,0,The current system locale is different from the system locale in the backup image
430,-2147217994,2,0,"The backup image cannot be verified because the image may be corrupted. To preserve your data, it is recommended that you run Data Backup and Restore again."
431,-2147217992,2,0,The links for this document cannot be processed due to a OLEDB error. The document will be retried in the next crawl
432,-2147217991,2,0,An attempt was made to update application level configuration with an obsolete view of the current state.  Refresh your application-level objects and redo the update.
433,-2147217990,2,0,The application is unable to accept further updates because the last attempt to persist the state failed.  See the event log for more details.
434,-2147217985,2,0,The crawl component is disabled.
435,-2147217980,2,0,The repository returned an out of memory error.
436,-2147217979,2,0,"This item was marked as Offline and was not crawled. If you would like this crawled, remove offline attribute from the file."
437,-2147217978,2,0,"This item will be retried as a part of the next crawl. If this belongs to a SharePoint repository, all items below this will also be retried in the next crawl."
438,-2147217976,2,0,This item cannot be indexed by the search system because it has a security descriptor larger than 64K.
439,-2147217975,2,0,The filter daemon did not respond within the timeout limit.
440,-2147217973,2,0,The content processing pipeline failed to process the item.
441,-2147217972,2,0,An unexpected error occurred when trying to submit the item to content processing. This item will be retried in the next incremental crawl.
442,-2147217971,2,0,The item was aborted because the pipeline did not respond within the appropriate time. This item will be retried in the next crawl.
443,-2147217970,2,0,The content plugin failed to process the item.
444,-2147217947,2,0,Directory Links across partitions are not allowed.
445,-2147217946,2,0,SharePoint list is corrupted. The list item doesn't have a display URL.
446,-2147217945,2,0,Continuous crawl cannot be enabled because the disable operation is in progress. Retry to enable it.
447,-2147217941,2,0,Unable to process item: wordbreaker problem.
448,-2147217940,2,0,Unable to process item: dictionary loading problem.
449,-2147217939,2,0,Unable to process item: language detection problem.
450,-2147217151,2,0,The tag is invalid. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
451,-2147217150,2,0,"The propagation configuration file cannot be read.  Check that the same versions of search are used on both the content index and search servers.  If the problem persists, recrawl and repropagate the content index. "
452,-2147217149,2,0,"The number of search servers exceeded the limit.  Ensure that the number of propagated content indexes is less than the documented maximum.  If so, start and restart the search service, and then try again."
453,-2147217148,2,0,The specified search server already exists. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
454,-2147217147,2,0,An update is already in progress. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
455,-2147217146,2,0,The index list file cannot be read. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
456,-2147217145,2,0,"A registry entry required for content index creation cannot be read or created. Delete and recreate the content index.  If the problem persists, you may need to reinstall search."
457,-2147217144,2,0,"One or more files required for content index creation were not found. Stop and restart the search service.  If the problem persists, delete and recreate the content index."
458,-2147217143,2,0,"The search server was not found. Stop and restart the search service.  If propagation is being used, stop and restart the search service on the remote computers."
459,-2147217142,2,0,"A word breaker was not found for the given language. Check your current language settings and ensure that search supports the current language.  If the problem persists, reinstall search."
460,-2147217141,2,0,A noise word list was not found for the given language. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
461,-2147217140,2,0,A stemmer was not found for the given language. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
462,-2147217139,2,0,Index propagation was stopped.  This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
463,-2147217138,2,0,The disk is full. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
464,-2147217137,2,0,The index data is invalid. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
465,-2147217136,2,0,The index data is corrupt. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
466,-2147217135,2,0,There is no backup content index. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
467,-2147217134,2,0,The property store cannot be initialized. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
468,-2147217133,2,0,The propagation state information cannot be read. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
469,-2147217129,2,0,"The content index is not loaded. Stop and restart the search service.  If the problem persists, review other errors in the event log. If necessary, delete and recreate the content index."
470,-2147217128,2,0,"There is a mismatch in the major version number. Check that the same versions of search are used on both the content index and search servers.  If necessary, crawl the index again and repropagate the index. "
471,-2147217127,2,0,The index is a mismatch in the minor version number. This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
472,-2147217126,2,0,"A connection with the Search service on a remote machine could not be established. Check the connectivity with the remote machine.  If necessary, stop and restart the Search service on the remote machine."
473,-2147217125,2,0,Crawling of documents was stopped. This is an internal error code and should not be reported to users.  Call Microsoft Product Support.
474,-2147217124,2,0,"The index was dismounted because it is being removed or the search service stopped.  If the problem persists, restart the search service."
475,-2147217121,2,0,No index level information exists for this index. Use application level tables for this index.
476,-2147217120,2,0,Information for this content class was not found. Use the default content class.  This error is obsolete and should no longer be reported.  Call Microsoft Product Support.
477,-2147217119,2,0,The content index cannot be updated while backup and restore is in progress.
478,-2147217025,2,0,"The content index server cannot update or access information because of a database error.  Stop and restart the search service.  If the problem persists, reset and recrawl the content index.  In some cases it may be necessary to delete and recreate the content index."
479,-2147217023,2,0,"The content index server cannot find a description of the content index in its database. Search will automatically attempt to recreate the content index description.  If this problem persists, stop and restart the search service and, if necessary, delete and recreate the content index."
480,-2147217022,2,0,The content index server cannot find needed information in its database. Reset and recrawl the content index.
481,-2147217021,2,0,"The content index server cannot update or access its database, because the version store has insufficient resources.  Increase the system resource usage setting for the search service.  If the problem persists, stop and restart the search service."
482,-2147217020,2,0,"The content index server cannot update or access its database because sessions are unavailable. Increase the system resource usage setting for the search service.  If the problem persists, stop and restart the search service."
483,-2147217019,2,0,"The content index server cannot update or access its database because insufficient system resources are available. Increase the system resource usage setting for the search service.  If the problem persists, stop and restart the search service."
484,-2147217018,2,0,The content index server cannot update an unrecognized or recently defined property attribute. Reset and recrawl the content index.
485,-2147217017,2,0,"The property store was unable to open, close, or delete a data file used in propagation.  Check that your index volume has enough disk space."
486,-2147217016,2,0,The property store encountered propagation data files that cannot be used.  Try propagation again.
487,-2147217015,2,0,"There is a mismatch in the property store version numbers. Ensure that the same versions of search are used on both the content index and search servers.  If necessary, recrawl the content index and try to propagate the content index again."
488,-2147216992,2,0,"The configuration properties for Microsoft Exchange 5.5 were not set. Specify these properties, and then try again."
489,-2147216991,2,0,"The name of the Microsoft Exchange 5.5 server specified in the content source does not match the Exchange server specified in the Microsoft Exchange 5.5 configuration properties. Change the name of the Exchange server in the content source or configuration properties to match, and then try again."
490,-2147216990,2,0,There is insufficient privilege to access the Microsoft Exchange 5.5 server. Check that the Microsoft Exchange 5.5 configuration is valid and that the search service is running in the context of a user having administrative privileges on the Exchange server configuration node.
491,-2147216989,2,0,The Microsoft Exchange 5.5 server name specified in the address does not match the one specified in the Microsoft Exchange 5.5 configuration. 
492,-2147216988,2,0,There is insufficient privilege to access the Microsoft Exchange 5.5 Server. Verify that the Microsoft Exchange 5.5 configuration is valid and that the Search Service is running in the context of a user having administrative privileges on the Exchange Server configuration node.
493,-2147216987,2,0,"The service cannot access the Exchange 5.5 server. The configured Microsoft Exchange 5.5 server name may be invalid, the Exchange 5.5 server may be temporarily unavailable, or the account used by the search service may not have administrative access to the Exchange 5.5 server. Check all of these properties, and then try again."
494,-2147216986,2,0,"The service cannot access the Exchange 5.5 service. The account used by the search service may not be an Exchange administrator, or the site or organization settings on the search host may be invalid."
495,-2147216985,2,0,"Outlook is not installed on this machine, or is missing the CDO or MSEMS components.  Please install and configure Outlook, then try again."
496,-2147216984,2,0,The account information specified for accessing the Exchange 5.5 server cannot be used. Verify the account and password information.
497,-2147216892,2,0,An unrecognized HTTP response was received when attempting to crawl this item. Verify whether the item can be accessed using your browser.
498,-2147216886,2,0,The address cannot be accessed. Check that the address can be accessed from Internet Explorer.
499,-2147216885,2,0,The attempt to access the URL again failed.
500,-2147216883,2,0,The URL was excluded because its content type (multipart/x-mixed-replace) is not supported.
501,-2147216882,2,0,Search was unable to convert the Access Control List of the crawled store into a Windows NT Access Control List. Check that local information is not used in the store.
502,-2147216881,2,0,An object cannot be processed because search cannot convert a Notes Access-Denied entry in the Access Control List into a Windows NT identity. Check the Notes to Windows NT identity mapping.
503,-2147216877,2,0,The item cannot be processed further because search failed to find one of its properties. Check that the item is valid in the store.
504,-2147216875,2,0,The database cannot be opened. Check that the database is functional.
505,-2147216874,2,0,Filtering was interrupted because of a sharing conflict with another process. Crawl the file again when it is not in use.
506,-2147216873,2,0,The protocol handler cannot be loaded.
507,-2147216872,2,0,The protocol handler cannot be initialized.
508,-2147216871,2,0,The volume mount point is not supported.
509,-2147216870,2,0,Some data was truncated. Check that the content can still be read.
510,-2147216864,2,0,Failed to get security information from Microsoft(R) Windows(R) SharePoint(TM) Services server. Make sure Office XP SP1 is installed.
511,-2147216863,2,0,"The URL of the item could not be resolved. The repository might be unavailable, or the crawler proxy settings are not configured. To configure the crawler proxy settings, use Search Administration page."
512,-2147216862,2,0,Need Administrator privilege on the site to index Microsoft(R) Windows(R) SharePoint(TM) Services.
513,-2147216861,2,0,The secure sockets layer (SSL) certificate sent by the server was invalid and this item will not be crawled.
514,-2147216860,2,0,Accessing this site requires a client certificate.  Specify a client certificate in the crawl rules.
515,-2147216858,2,0,An unexpected error occurred while backing up the registry.
516,-1073475033,2,0,An unexpected error occurred while restoring the registry.
517,-1073475032,2,0,The database connection string is not available.
518,-1073475031,2,0,This server is not the indexer of this search application.
519,-2147216854,2,0,The Query and Index roles are offline.
520,-2147216853,2,0,Registry backup failed because of a version mismatch.
521,-1073475028,2,0,The 'indexLocation' application property is invalid.
522,-1073475027,2,0,Could not access the Search service configuration database
523,-1073475026,2,0,The gatherer application could not be mounted because the search property store database schema version does not match the expected backwards compatibility schema version. The database might not have been upgraded.
524,-1073475025,2,0,Could not access the Search metadata database. A generic error occurred while trying to access the database to obtain the schema version info.
525,-2147216846,2,0,An internal error occurred while expanding local groups.
526,-1073475021,2,0,The gatherer application could not be mounted because the search gatherer database schema version does not match the expected backwards compatibility schema version. The database might not have been upgraded.
527,-1073475020,2,0,Could not access the Search gatherer database. A generic error occurred while trying to access the database to obtain the schema version info.
528,-1073475019,2,0,The gatherer application could not be mounted because the search administration database schema version does not match the expected backwards compatibility schema version. The database might not have been upgraded.
529,-1073475018,2,0,Could not access the Search administration database. A generic error occurred while trying to access the database to obtain the schema version info.
530,266809,2,0,You must use Rosebud to access this address.
531,-2147216127,2,0,An unexpected error occurred.
532,-2147216126,2,0,There is an unmatched parenthesis on the command line. 
533,-2147216125,2,0,The parameter is too long. 
534,-2147216124,2,0,The object is not initialized. Call Init() first to initialize the object.
535,-2147216123,2,0,The object is already initialized. 
536,-2147216122,2,0,There are too many parameters. 
537,-2147215103,2,0,A catalog with the name specified already exists.  Choose another name to create a new catalog.
538,-2147215101,2,0,The account cannot be granted a privilege to "log on as service" on the domain controller.  The domain security administrator needs to grant the default account this privilege.  All of the default accounts specified for the server need this account privilege.
539,-2147215100,2,0,"The selected content index definition did not initialize and cannot be used.  Check server status, content index configuration, and user access to the server."
540,-2147213312,2,0,The chunk type was not text. 
541,-2147213311,2,0,The property ID type was not name. 
542,-2147213310,2,0,The property ID type was not numeric. 
543,-2147213309,2,0,The chunk type is not value. 
544,-2147213308,2,0,"The chunk does not allow changes. To set properties on a chunk, create it using IGatherScriptFilterSink::CreateChunk"
545,-2147213307,2,0,The resource completion code was already set. 
546,-2147213306,2,0,Failed to compute result type during content processing. 
547,-2147213305,2,0,Invalid annotations detected in summarizer. 
548,-2147221246,2,0,MAPI: This is not supported
549,-2147221245,2,0,MAPI: The character width is bad.
550,-2147221243,2,0,MAPI: The string is too long.
551,-2147221242,2,0,MAPI: The caller passed an invalid parameter or flag. 
552,-2147221241,2,0,MAPI: The entry ID is invalid
553,-2147221240,2,0,The MAPI object is invalid. 
554,-2147221239,2,0,The MAPI object was changed.  
555,-2147221238,2,0,The MAPI object was deleted. 
556,-2147221237,2,0,MAPI: The server is busy
557,-2147221235,2,0,MAPI: The computer is out of disk space
558,-2147221234,2,0,MAPI: Not enough system resources were available to complete the operation. 
559,-2147221233,2,0,The MAPI object was not found. 
560,-2147221232,2,0,The version of OLE installed on the workstation is not compatible with this version of MAPI. 
561,-2147221231,2,0,MAPI: Logon failed.  
562,-2147221230,2,0,MAPI: The session limit was exceeded. 
563,-2147221229,2,0,MAPI: The user cancelled the operation. 
564,-2147221228,2,0,MAPI: The operation cannot be stopped. 
565,-2147221227,2,0,MAPI: A network error occurred. 
566,-2147221226,2,0,MAPI: A disk error occurred. 
567,-2147221225,2,0,"The calling process is an NT service, and registry keys required by MAPI could not be initialized.  "
568,-2147221224,2,0,MAPI: A bad column was requested.
569,-2147221223,2,0,MAPI:An extended error occurred.  
570,-2147221222,2,0,MAPI: Computed
571,-2147221221,2,0,MAPI: The data is corrupt. 
572,-2147221220,2,0,MAPI: Not configured
573,-2147221219,2,0,MAPI: At least one provider failed. 
574,-2147221218,2,0,MAPI: A code page ID is unknown. 
575,-2147221217,2,0,MAPI: A locale ID is unknown. 
576,-2147221216,2,0,MAPI: Access is denied. Change your password.
577,-2147221215,2,0,"MAPI: Access is denied, because the password has expired. "
578,-2147221214,2,0,"MAPI: Access is denied, because the workstation account is invalid. "
579,-2147221213,2,0,"MAPI: Access is denied, because the access time is invalid. "
580,-2147221212,2,0,"MAPI: Access is denied, because the account is disabled."
581,-2147220992,2,0,MAPI: The session has ended. 
582,-2147220991,2,0,MAPI: An entry ID is unknown. 
583,-2147220990,2,0,MAPI: A required column is missing. 
584,-2147212287,2,0,An unexpected error occurred in the filtering process. Contact Microsoft Product Support.
585,-2147212286,2,0,The document IFilter cannot provide the needed interface. The IFilter may contain errors.
586,-2147212284,2,0,The filtering process could not be initialized when trying to process this item. Verify that the file extension is a known type and the item is not corrupt.
587,-2147212283,2,0,An encrypted document cannot be filtered.
588,-2147212282,2,0,The password for the content access account cannot be decrypted because it was stored with different credentials.  Re-type the password for the account used to crawl this content.
589,-2147211775,2,0,An unexpected error occurred in the Notes protocol handler while processing the URL.
590,-2147211773,2,0,"Only rich text, HTML, and text types are supported for the content field."
591,-2147211772,2,0,A requested item is not found.
592,-2147211771,2,0,The Notes data cannot be accessed. Check that the server is properly configured for accessing Notes data.
593,-2147211770,2,0,One or more attachments cannot be processed.
594,-2147211769,2,0,The Windows NT identity does not exist.
595,-2147211767,2,0,"The user name mapping cannot be read. Check that the database, view, and column names are correct, that the Notes database is accessible, and that the sort option is enabled. For more information, see the Administrator's Guide."
596,-2147211758,2,0,SharePoint Team Services XML Error
597,-2147211757,2,0,Error in the Microsoft SharePoint Foundation Protocol Handler.
598,-2147211756,2,0,Stop Parsing XML 
599,-2147211755,2,0,Error in the Microsoft SharePoint Server People Protocol Handler.
600,-2147211754,2,0,The SharePoint item being crawled returned an error when requesting data from the web service.
601,-2147211753,2,0,Error in PortalCrawl Web Service.
602,-2147211519,2,0,An unexpected error occurred in the exstore protocol handler. Contact Microsoft Product Support.
603,-2147211263,2,0,Cannot find or access the client certificate specified for crawling this site.
604,-2147208447,2,0,An unexpected error occurred in the in-memory schema cache.
605,-2147208191,2,0,The property mapping information on the content source cannot be read.
606,-2147208190,2,0,The content source information code contains unexpected null pointers.
607,-2147208189,2,0,Parallel vectors for property mapping information on the content source have different dimensions.
608,-2147208188,2,0,The content class information for the content source cannot be read.
609,-2147208187,2,0,An unexpected exception occurred in the content source information code.
610,-2147208186,2,0,The content class of the content source is empty.
611,-2147208185,2,0,An unknown data type was found when reading content class information from the content source.
612,-2147208184,2,0,A request for property mapping information is out of range.
613,-2147208183,2,0,Empty or null URIs are not valid as property mapping.
614,-2147207936,2,0,This is an internal error code. A method was called when it should not be. Call Microsoft Product Support.
615,-2147207934,2,0,A security update was attempted on an address that was redirected to a different server.
616,-2147207933,2,0,An address was redirected more than once.
617,-2147207932,2,0,The requested property does not exist on the row.
618,-2147207931,2,0,The requested read type does not match the data type.
619,-2147207930,2,0,The status of the request data is unexpected. Call Microsoft Product Support.
620,-2147207929,2,0,An unknown data type was found. Call Microsoft Product Support.
621,-2147207928,2,0,An unexpected filter state occurred. Call Microsoft Product Support.
622,-2147207927,2,0,A duplicate property was found. Call Microsoft support if this error is encountered.
623,-2147205119,2,0,No data source is defined.
624,-2147205117,2,0,No data source property mapping is defined.
625,-2147205116,2,0,Data source mapping cannot be retrieved. Check to see that the mapping entry is valid.
626,-2147205113,2,0,Incremental import information cannot be updated.
627,-2147205112,2,0,A zero-length cookie was retrieved at the end of a Dirsync search. The account may not have the appropriate rights.
628,-2147205111,2,0,The specified LDAP distinguished name is too long.
629,-2147205110,2,0,The canonical URL is too long.
630,-2147205109,2,0,The user account name cannot be resolved within the Directory Server. You would need to verify whether the user is a real user or just a temporary user object generated for some application purpose. You might be able to refine the LDAP search filter to avoid this error.
631,-2147205103,2,0,"You do not have sufficient permissions for incremental import, or the DirSync cookie stored in the user profile database is corrupt. If you are importing from a Windows 2000 domain, check that the import account has the Replicate Changes permission for Active Directory directory services. If the import account has the permission, start a full import to refresh the cookie."
632,-2147205102,2,0,The Anchor Plugin is shutting down.
633,-2147205101,2,0,The Anchor Plugin is paused.
634,-2147205100,2,0,The SQL query did not return any rows for the query.
635,-2147205099,2,0,The target docid is not found in the plugin cache.
636,-2147205097,2,0,"The anchor plugin is not initialized,"
637,-2147205096,2,0,The indexer plugin is not found.
638,-2147205088,2,0,Exception occurred when calling into BIL connector for import from non master data source. Please check Microsoft SharePoint Server ULS log for exception details.
639,-2147205087,2,0,Ranking calculation encountered an error while accessing the database.
640,-2147204864,2,0,Values of this type are not turned into strings necessary to generate scope information. The item will not be locatable in all of the appropriate scopes but this is not a serious error.
641,-2147204863,2,0,The specified scope does not exist in the database. The information in the service does not agree with that in the database. The search service should be restarted.
642,-2147204862,2,0,A scope index with the given compilation ID does not match the ID expected by the catalog.
643,-2147204608,2,0,The archival plugin failed to upload data to the property store
644,-2147204607,2,0,The archival plugin failed to update data in the property store
645,-2147204606,2,0,The archival plugin failed to bulk insert data in the property store
646,-2147204605,2,0,The archival plugin failed to delete data in the property store
647,-2147207680,2,0,"A catalog is already mounted with this name, so another can't be mounted."
648,-2147207679,2,0,The specified catalog was not found in the current list of mounted catalogs.
649,-2147207678,2,0,The account password was not specified. Specify the password.
650,-2147207677,2,0,The named pipe used to communicate with the filter daemon has not been connected.
651,-2147207676,2,0,The configuration data given to the MSFTESQL service is corrupt.
652,-2147207675,2,0,"The system attempted to load an apartment threading model filter marked in a multi-threaded filter daemon. The document will be retried in a single-threaded filter daemon process. Since multithreaded filtering is more efficient, try to obtain the version of the filter that is multi-threaded."
653,-2147207674,2,0,"The value cannot be set, because the object was already deleted or was not initialized properly. Make sure the object reference is still valid, increase the registry size, or recreate the catalog configuration."
654,-2147207673,2,0,An internal interface is being used after the corresponding catalog has been shutdown. The operation will be aborted.
655,-2147207672,2,0,An internal interface is being used prior to being initialized. The operation will be aborted.
656,-2147207671,2,0,Data transferred between the MSFTESQL service and a filter daemon process is corrupted. This is an internal error.
657,-2147207664,2,0,This is an internal error: The URB has exceeded the maximum size.
658,-2147207663,2,0,This is an internal error: Document IDs should be greater than 0 and less than or equal to 0x7fffffff.
659,-2147207662,2,0,An external status change has put the catalog in a paused state.
660,-2147207661,2,0,"A status change is occurring or the project is in a force paused state, so MSFTESQL cannot accept input at this time."
661,-2147207660,2,0,The MSFTEFD process was launched but did not connect with the MSFTESQL service.
662,-2147207658,2,0,This is an internal error: Initialization of the datasink is incorrect.  At least one protocol handler PROGID is required.
663,-2147207657,2,0,This is an internal error:  A static thread has gotten invalid arguments and will force batches to be aborted and retried.
664,-2147207656,2,0,"A catalog already exists with this name, so another can't be created or mounted."
665,-2147207654,2,0,"A file path exceeds the maximum limit for paths in Windows, so it can't be used."
666,-2147207653,2,0,Access is denied to the caller of this administration interface.
667,-2147207652,2,0,"Signature validation cannot be performed on modules loaded by COM, so the object will not be created. The object is likely a filter, wordbreaker, stemmer, or protocol handler."
668,-2147207651,2,0,The processor affinity mask is invalid.
669,-2147207650,2,0,This is an internal error that should be handled. The FD has been killed and this chunk buffer has already been reassigned.
670,-2147207647,2,0,"The maximum number of plug-ins has been exceeded, so a new plug-in can't be loaded."
671,-2147207644,2,0,An object could not be inserted because it was a duplicate of an existing object. The object may be a catalog or other named entity.
672,-2147207642,2,0,The transaction that superseded this one ended in error.
673,-2147207641,2,0,The transaction that superseded this one ended in error.
674,-2147207640,2,0,This is an internal error: This request cannot be completed because the Filter Daemon has been shutdown.
675,-2147207639,2,0,"The catalog does not exist, so the operation can't be performed."
676,-2147207638,2,0,"There are no plug-in components in the indexing pipeline, so the data collected will not be used."
677,-2147207636,2,0,Processing of this batch of transactions has been aborted.
678,-2147207635,2,0,A status change is active on another thread. Since only one status change is allowed at a time this request can't be handled.
679,-2147207633,2,0,A previous error prevented further processing of the batch.
680,-2147207632,2,0,"The filter daemon process MSFTEFD timed out for an unknown reason. This may indicate a bug in a filter, wordbreaker, or protocol handler."
681,-2147207631,2,0,This is an internal error: This activity is no longer valid because the resource is shutdown.
682,-2147207630,2,0,The property specified is invalid.
683,-2147207629,2,0,There are no more properties.
684,-2147207628,2,0,"The plug-in specified is not known likely because it isn't loaded, so the operation can't succeed. Only specify plug-ins that are loaded."
685,-2147207627,2,0,The performance monitor library could not be loaded.
686,-2147207626,2,0,There are no more slots available for this performance monitor instance
687,-2147207625,2,0,The filter daemon process MSFTEFD was not able to create an accessor object for the batch.
688,-2147207624,2,0,The property type specified is incorrect for this property. Please see the product documentation for the correct data type for this property.
689,-2147207623,2,0,The value specified is out of range. Please see the product documentation for the valid range.
690,-2147207622,2,0,The property store for upgrade is corrupted.
691,-2147207621,2,0,The workid is not valid for the property store.
692,-2147207619,2,0,The gatherer hash map for upgrade is corrupted.
693,-2147207618,2,0,The key is not cached in the property store.
694,-2147207617,2,0,The upgrade interface has already been shutdown.
695,-2147207616,2,0,The upgrade interface has already been instantiated. Only one instance of the upgrade interface is allowed.
696,-2147207615,2,0,The stack for a thread in this process is corrupted due to a programming bug. This may be a security threat and indicate your system has been attacked. The process will be shutdown.
697,-2147207614,2,0,The protocol handler index passed to the OnDataChange function is invalid.
698,-2147207613,2,0,The serial stream being indexed is corrupted.
699,-2147207612,2,0,The catalog is opened for read-only operations. Writing is prohibited to this catalog.
700,-2147207611,2,0,The performance monitor counters cannot be unloaded because they are not loaded in the first place.
701,-2147207608,2,0,This huge document will be retried in dedicated filter daemon MSFTEFD process.
702,-2147207607,2,0,This is an internal error: The filter daemon MSFTEFD type is unknown or invalid.
703,-2147207606,2,0,There are not enough resources to process the document or row.
704,-2147207605,2,0,This is an internal error: Datatype misalignment was detected likely due to a programming error.
705,-2147207604,2,0,The object is already initialized.
706,-2147207603,2,0,The filter daemon process MSFTEFD used too much memory and will be terminated.
707,-2147207601,2,0,High memory pressure was detected by the MSFTESQL memory manager.
708,-2147207600,2,0,A batch flagged to isolate a previous error had too many transactions in it.
709,-2147207599,2,0,msftesql should reprocess this document in an isolated fashion to confirm the error.
710,-2147207598,2,0,An internal identifier for naming catalogs has been corrupted.
711,-2147207597,2,0,A failure occurred when tracking the completion of wordlists which will cause current activity to be aborted.
712,-2147207596,2,0,The specified code page is not installed or not available.
713,-2147207595,2,0,Internal Error Code: Filter Daemon is terminated because it is idle.
714,-2147207594,2,0,Filter Daemon was unresponsive to a directive to shut itself down.
715,-2147207584,2,0,The propagation mode is continuous. Staged propagation cannot start in this mode.
716,-2147207583,2,0,A Staged propagation is already in progress
717,-2147207582,2,0,Duplicate query server is found in database
718,-2147207581,2,0,"Continuous propagation is paused, no new shadow index can be propagated at this time."
719,-2147207580,2,0,Propagation OM does not apply to a Standalone farm
720,-2147207579,2,0,"Continuous propagation is paused due to an error, no new shadow index can be propagated at this time."
721,-2147207578,2,0,The service failed to create first instance of a named pipe.
722,-2147169536,2,0,This is an internal error: The chunk buffer is out of memory.
723,-2147169535,2,0,This is an internal error: The chunk buffer id is out of bounds.
724,-2147169534,2,0,There is not enough available physical or virtual memory for chunk buffers. Chunk buffers are needed to index data. Please free up memory.
725,-2147169533,2,0,"There is not enough occurrence buffer memory available. Possible causes include too many processors, too many filter threads, or the occurrence buffer is not being returned."
726,-2147169532,2,0,"The in-memory wordlist is corrupted. This is due to a faulty filter, wordbreaker, or other indexing component."
727,-2147156736,2,0,The IPersistStream and IPersistFile interfaces were unavailable from an IFilter filter DLL to load data for indexing.
728,-2147156735,2,0,The IFilter::Init() function call failed.
729,-2147156734,2,0,"The filter daemon MSSDMN failed to load an IFilter interface for document, so it can't be indexed."
730,-2147156733,2,0,The document being indexed timed out for an unknown reason. This may be due to a bug in a filter or wordbreaker.
731,-2147156730,2,0,The system failed to load the text filter for parsing a noise word file.
732,-2147156729,2,0,The system failed to load noise words stream into text filter because text filter does not support IPersistStream.
733,-2147156728,2,0,The system failed to load noise words stream into text filter because the IPersistStream::Load() function failed.
734,-2147156727,2,0,The system failed to load noise words stream into text filter because IFilter::Init() function failed.
735,-2147156726,2,0,"Occurrence counter overflow, document is not indexed."
736,-2147156725,2,0,The filter has caused a sharing violation.
737,-2147156721,2,0,The SharePoint item being crawled returned an error when attempting to download the item.
738,-2147156720,2,0,The SharePoint server being crawled did not respond to the crawler because crawls may have had an impact on its end-user browse performance.
