WebUrl,ListTitle,ListDescription,ListTemplateId,DefaultContentTypeName,IndexedColumns,OnQuickLaunch,EnableVersioning
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_bol,DCTM moc_bol documents,101,DCTM moc_bol,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_bulkcontra,DCTM moc_bulkcontra documents,101,DCTM moc_bulkcontra,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_cancash,DCTM moc_cancash documents,101,DCTM moc_cancash,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_capcommit,DCTM moc_capcommit documents,101,DCTM moc_capcommit,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_capex,DCTM moc_capex documents,101,DCTM moc_capex,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_cash_setr,DCTM moc_cash_setr documents,101,DCTM moc_cash_setr,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_cashrecpt,DCTM moc_cashrecpt documents,101,DCTM moc_cashrecpt,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_chkrequest,DCTM moc_chkrequest documents,101,DCTM moc_chkrequest,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_coding,DCTM moc_coding documents,101,DCTM moc_coding,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_consolfin,DCTM moc_consolfin documents,101,DCTM moc_consolfin,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_corpstmts,DCTM moc_corpstmts documents,101,DCTM moc_corpstmts,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_edu_assist,DCTM moc_edu_assist documents,101,DCTM moc_edu_assist,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_eldprminv,DCTM moc_eldprminv documents,101,DCTM moc_eldprminv,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_empstore,DCTM moc_empstore documents,101,DCTM moc_empstore,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_eps,DCTM moc_eps documents,101,DCTM moc_eps,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_exprvsr72,DCTM moc_exprvsr72 documents,101,DCTM moc_exprvsr72,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_exprvsr75,DCTM moc_exprvsr75 documents,101,DCTM moc_exprvsr75,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_exprvsr77,DCTM moc_exprvsr77 documents,101,DCTM moc_exprvsr77,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_exprvsr79,DCTM moc_exprvsr79 documents,101,DCTM moc_exprvsr79,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_exprvsr91,DCTM moc_exprvsr91 documents,101,DCTM moc_exprvsr91,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_exprvsr93,DCTM moc_exprvsr93 documents,101,DCTM moc_exprvsr93,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_fastfax,DCTM moc_fastfax documents,101,DCTM moc_fastfax,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_gabudget,DCTM moc_gabudget documents,101,DCTM moc_gabudget,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_gasconf,DCTM moc_gasconf documents,101,DCTM moc_gasconf,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_gasmktg,DCTM moc_gasmktg documents,101,DCTM moc_gasmktg,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_hankinson,DCTM moc_hankinson documents,101,DCTM moc_hankinson,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_invctlstmt,DCTM moc_invctlstmt documents,101,DCTM moc_invctlstmt,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_invenaudit,DCTM moc_invenaudit documents,101,DCTM moc_invenaudit,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_jdecash,DCTM moc_jdecash documents,101,DCTM moc_jdecash,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_jib,DCTM moc_jib documents,101,DCTM moc_jib,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_jtintsum,DCTM moc_jtintsum documents,101,DCTM moc_jtintsum,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_leases,DCTM moc_leases documents,101,DCTM moc_leases,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_lottery,DCTM moc_lottery documents,101,DCTM moc_lottery,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mclanedft,DCTM moc_mclanedft documents,101,DCTM moc_mclanedft,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mocbkstmt,DCTM moc_mocbkstmt documents,101,DCTM moc_mocbkstmt,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_moclstmts,DCTM moc_moclstmts documents,101,DCTM moc_moclstmts,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mp16013c,DCTM moc_mp16013c documents,101,DCTM moc_mp16013c,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mp18016,DCTM moc_mp18016 documents,101,DCTM moc_mp18016,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mp18051,DCTM moc_mp18051 documents,101,DCTM moc_mp18051,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mp18066c,DCTM moc_mp18066c documents,101,DCTM moc_mp18066c,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mtransfer,DCTM moc_mtransfer documents,101,DCTM moc_mtransfer,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_murphy_bol,DCTM moc_murphy_bol documents,101,DCTM moc_murphy_bol,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mw18066,DCTM moc_mw18066 documents,101,DCTM moc_mw18066,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mw44419chg,DCTM moc_mw44419chg documents,101,DCTM moc_mw44419chg,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mw44419new,DCTM moc_mw44419new documents,101,DCTM moc_mw44419new,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mw44419rat,DCTM moc_mw44419rat documents,101,DCTM moc_mw44419rat,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mw44419sep,DCTM moc_mw44419sep documents,101,DCTM moc_mw44419sep,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mw44419trf,DCTM moc_mw44419trf documents,101,DCTM moc_mw44419trf,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_mw55004,DCTM moc_mw55004 documents,101,DCTM moc_mw55004,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_ogchecks,DCTM moc_ogchecks documents,101,DCTM moc_ogchecks,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_oldafes,DCTM moc_oldafes documents,101,DCTM moc_oldafes,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p11015p,DCTM moc_p11015p documents,101,DCTM moc_p11015p,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p11022,DCTM moc_p11022 documents,101,DCTM moc_p11022,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p12031,DCTM moc_p12031 documents,101,DCTM moc_p12031,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p12082a,DCTM moc_p12082a documents,101,DCTM moc_p12082a,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p13025,DCTM moc_p13025 documents,101,DCTM moc_p13025,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p13033a,DCTM moc_p13033a documents,101,DCTM moc_p13033a,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p15029b,DCTM moc_p15029b documents,101,DCTM moc_p15029b,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p15029p,DCTM moc_p15029p documents,101,DCTM moc_p15029p,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p15029p2,DCTM moc_p15029p2 documents,101,DCTM moc_p15029p2,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p15068g,DCTM moc_p15068g documents,101,DCTM moc_p15068g,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p15068k,DCTM moc_p15068k documents,101,DCTM moc_p15068k,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p15068rsal,DCTM moc_p15068rsal documents,101,DCTM moc_p15068rsal,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p15069,DCTM moc_p15069 documents,101,DCTM moc_p15069,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p16001p,DCTM moc_p16001p documents,101,DCTM moc_p16001p,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p16037,DCTM moc_p16037 documents,101,DCTM moc_p16037,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p16042p,DCTM moc_p16042p documents,101,DCTM moc_p16042p,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p17037,DCTM moc_p17037 documents,101,DCTM moc_p17037,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p17037b,DCTM moc_p17037b documents,101,DCTM moc_p17037b,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p22065,DCTM moc_p22065 documents,101,DCTM moc_p22065,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33006,DCTM moc_p33006 documents,101,DCTM moc_p33006,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33008,DCTM moc_p33008 documents,101,DCTM moc_p33008,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33014,DCTM moc_p33014 documents,101,DCTM moc_p33014,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33015,DCTM moc_p33015 documents,101,DCTM moc_p33015,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33016,DCTM moc_p33016 documents,101,DCTM moc_p33016,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33024,DCTM moc_p33024 documents,101,DCTM moc_p33024,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33027,DCTM moc_p33027 documents,101,DCTM moc_p33027,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33028,DCTM moc_p33028 documents,101,DCTM moc_p33028,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p33037s,DCTM moc_p33037s documents,101,DCTM moc_p33037s,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_p42081,DCTM moc_p42081 documents,101,DCTM moc_p42081,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_payout,DCTM moc_payout documents,101,DCTM moc_payout,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_payroll,DCTM moc_payroll documents,101,DCTM moc_payroll,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_payrollje,DCTM moc_payrollje documents,101,DCTM moc_payrollje,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_pcards,DCTM moc_pcards documents,101,DCTM moc_pcards,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_pdijournal,DCTM moc_pdijournal documents,101,DCTM moc_pdijournal,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_ppesummry,DCTM moc_ppesummry documents,101,DCTM moc_ppesummry,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_property,DCTM moc_property documents,101,DCTM moc_property,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_purch_bol,DCTM moc_purch_bol documents,101,DCTM moc_purch_bol,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_r83500,DCTM moc_r83500 documents,101,DCTM moc_r83500,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rebate_mer,DCTM moc_rebate_mer documents,101,DCTM moc_rebate_mer,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rebate_sup,DCTM moc_rebate_sup documents,101,DCTM moc_rebate_sup,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsbranch,DCTM moc_rsbranch documents,101,DCTM moc_rsbranch,DCTM Legacy Object Type;DCTM Legacy Creation Date;DCTM Legacy Modify Date;DCTM Legacy Chronicle ID,FALSE,TRUE
