WebUrl,ID,FieldType,Name,StaticName,DisplayName,Description,Group,EnforceUniqueValues,Hidden,Required,Sealed,ShowInDisplayForm,ShowInEditForm,ShowInNewForm,ShowInListSettings,Default,TermSet,Choices
http://cthub.murphyoilcorp.com,{8DCC879A-6D75-46CB-9ED9-CCFD05E0DD58},Text,ERPLink_x0020_Order_x0020_ID,ERPLink_x0020_Order_x0020_ID,Order ID,ORDERID,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{B0891C3A-A194-460D-963B-DBC9F2D8DCD1},Text,ERPLink_x0020_Functional_x0020_Location,ERPLink_x0020_Functional_x0020_Location,Functional Location,FUNCT_LOC,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{E2B0A2CB-5E4F-4D59-A423-D74D572AA94B},Text,ERPLink_x0020_Number_x0020_of_x0020_Line_x0020_Item,ERPLink_x0020_Number_x0020_of_x0020_Line_x0020_Item,Number of Line Item,BUZEI,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{D180F305-D233-4914-B2D2-CF7F87534262},Text,ERPLink_x0020_Source_x0020_Company_x0020_Code,ERPLink_x0020_Source_x0020_Company_x0020_Code,Source Company Code,AUSBK,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{F0BDE2E4-4AE6-4109-B0E5-5511AEFCC62C},Text,ERPLink_x0020_Document_x0020_Number,ERPLink_x0020_Document_x0020_Number,Document Number,BELNR,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{D8C0CDF5-596F-4E2D-9C42-975D65DE0E6C},Text,ERPLink_x0020_Document_x0020_Type,ERPLink_x0020_Document_x0020_Type,Document Type,BLART,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{25A7C83A-A5BB-4A03-BB28-B107D8F72CFE},Text,ERPLink_x0020_Vendor_x0020_Account_x0020_Group,ERPLink_x0020_Vendor_x0020_Account_x0020_Group,Vendor Account Group,KTOKK,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{8C2D0119-E4E1-4299-BAE2-6FAA0790E3CD},DateTime,ERPLink_x0020_Created_x0020_On,ERPLink_x0020_Created_x0020_On,Created On,ERDAT,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{4BFEABBF-546D-41FE-BD0A-4D03D6F0484A},Text,ERPLink_x0020_Equipment_x0020_Number,ERPLink_x0020_Equipment_x0020_Number,Equipment Number,EQUNR,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{00F758D3-1541-491F-ABBA-B2E9ED5E9731},Text,ERPLink_x0020_Maintenance_x0020_Plan,ERPLink_x0020_Maintenance_x0020_Plan,Maintenance Plan,WARPL,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
http://cthub.murphyoilcorp.com,{240670C3-9CA0-409A-9574-C1E844D1E1D7},Text,ERPLink_x0020_Item_x0020_Number_x0020_of_x0020_Purchase_x0020_Requisition,ERPLink_x0020_Item_x0020_Number_x0020_of_x0020_Purchase_x0020_Requisition,Item Number of Purchase Requisition,BNFPO,ERP Link,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
