"TermSetName","TermSetDescription","LCID","AvailableForTagging","TermDescription","Level1","Level2","Level3","Level4","Level5","Level6","Level7"
"Currency","","","TRUE","","","","","","","",""
"","","","TRUE","","AUD","","","","","",""
"","","","TRUE","","CAD","","","","","",""
"","","","TRUE","","EUR","","","","","",""
"","","","TRUE","","IDR","","","","","",""
"","","","TRUE","","MYR","","","","","",""
"","","","TRUE","","USD","","","","","",""
"","","","TRUE","","VND","","","","","",""
