"TermSetName","TermSetDescription","LCID","AvailableForTagging","TermDescription","Level1","Level2","Level3","Level4","Level5","Level6","Level7"
"Entity","","","TRUE","","","","","","","",""
"","","","TRUE","","MEPC - Murphy Exploration and Production Company","","","","","",""
"","","","TRUE","","MOCL - Murphy Oil Corporation Limited","","","","","",""
